etablissement,type,lieu,latitude,longitude,xmin,ymin,xmax,ymax
LE SOLEIL DU CAP VERT,Débits de boissons,Centre aquatique,48.912039,2.357551,2.339915,48.910373,2.373755,48.936755
DALYA,Débits de boissons,Centre aquatique,48.910835,2.358535,2.339915,48.910373,2.373755,48.936755
ONAD FOOD,Restauration de type rapide,Centre aquatique,48.914758,2.357335,2.339915,48.910373,2.373755,48.936755
JOUR,Restauration de type rapide,Centre aquatique,48.920904,2.354899,2.339915,48.910373,2.373755,48.936755
OKANE,Restauration traditionnelle,Centre aquatique,48.914254,2.344046,2.339915,48.910373,2.373755,48.936755
LA MAUVAISE HERBE,Restauration traditionnelle,Centre aquatique,48.921576,2.361556,2.339915,48.910373,2.373755,48.936755
SERVICES PIZZA,Restauration de type rapide,Centre aquatique,48.919501,2.344914,2.339915,48.910373,2.373755,48.936755
MIAM MIAM TROPICAL,Restauration de type rapide,Centre aquatique,48.918838,2.34409,2.339915,48.910373,2.373755,48.936755
PLAINE EATS,Restauration de type rapide,Centre aquatique,48.917401,2.357999,2.339915,48.910373,2.373755,48.936755
L'ENVIE DU JOUR,Restauration traditionnelle,Centre aquatique,48.918838,2.34409,2.339915,48.910373,2.373755,48.936755
SPINACH MFCO,Restauration de type rapide,Centre aquatique,48.916397,2.361865,2.339915,48.910373,2.373755,48.936755
BERMAG,Débits de boissons,Centre aquatique,48.914239,2.357377,2.339915,48.910373,2.373755,48.936755
AARON,Débits de boissons,Centre aquatique,48.921058,2.356215,2.339915,48.910373,2.373755,48.936755
WILSON'S GRILL,Restauration de type rapide,Centre aquatique,48.914758,2.357335,2.339915,48.910373,2.373755,48.936755
ZAMPALHA,Restauration de type rapide,Centre aquatique,48.919677,2.344306,2.339915,48.910373,2.373755,48.936755
AQSA,Restauration de type rapide,Centre aquatique,48.916486,2.362919,2.339915,48.910373,2.373755,48.936755
ZERALDA,Restauration de type rapide,Centre aquatique,48.918636,2.341802,2.339915,48.910373,2.373755,48.936755
LES 2 BROCHES,Restauration de type rapide,Centre aquatique,48.914272,2.344439,2.339915,48.910373,2.373755,48.936755
KALK COFFEESHOP,Débits de boissons,Centre aquatique,48.919501,2.344914,2.339915,48.910373,2.373755,48.936755
BIG VR EVENTS,Restauration de type rapide,Centre aquatique,48.914746,2.34431,2.339915,48.910373,2.373755,48.936755
LA TABLE GOURMANDE,Débits de boissons,Centre aquatique,48.919432,2.344491,2.339915,48.910373,2.373755,48.936755
HOTESSE,Débits de boissons,Centre aquatique,48.915506,2.359218,2.339915,48.910373,2.373755,48.936755
MAISON M-B,Restauration traditionnelle,Centre aquatique,48.910902,2.358489,2.339915,48.910373,2.373755,48.936755
CRUST 245,Restauration de type rapide,Centre aquatique,48.917109,2.35716,2.339915,48.910373,2.373755,48.936755
FUGOU 93,Restauration traditionnelle,Centre aquatique,48.910866,2.357645,2.339915,48.910373,2.373755,48.936755
LA FOURNEE,Restauration de type rapide,Centre aquatique,48.920592,2.35955,2.339915,48.910373,2.373755,48.936755
TAHA,Restauration de type rapide,Centre aquatique,48.915431,2.356157,2.339915,48.910373,2.373755,48.936755
YOICHI,Restauration de type rapide,Centre aquatique,48.919501,2.344914,2.339915,48.910373,2.373755,48.936755
MON BANH MI,Restauration de type rapide,Centre aquatique,48.919501,2.344914,2.339915,48.910373,2.373755,48.936755
L'ETOILE DIONYSIENNE,Restauration traditionnelle,Centre aquatique,48.912039,2.357551,2.339915,48.910373,2.373755,48.936755
H.C.X,Restauration traditionnelle,Centre aquatique,48.915366,2.358917,2.339915,48.910373,2.373755,48.936755
LA PLAINE SAUVAGE,Restauration traditionnelle,Centre aquatique,48.911382,2.357603,2.339915,48.910373,2.373755,48.936755
LE VERITABLE STADE,Restauration traditionnelle,Centre aquatique,48.921192,2.362796,2.339915,48.910373,2.373755,48.936755
AK&LR,Restauration de type rapide,Centre aquatique,48.910902,2.358489,2.339915,48.910373,2.373755,48.936755
AJM,Restauration traditionnelle,Centre aquatique,48.911085,2.360094,2.339915,48.910373,2.373755,48.936755
LE BANDOL,Restauration traditionnelle,Centre aquatique,48.913662,2.34404,2.339915,48.910373,2.373755,48.936755
CAFE DE FRANCE,Débits de boissons,Centre aquatique,48.913873,2.344429,2.339915,48.910373,2.373755,48.936755
SNC CLEMENT OUSSADI,Débits de boissons,Centre aquatique,48.913826,2.344049,2.339915,48.910373,2.373755,48.936755
YAKINE,Restauration de type rapide,Centre aquatique,48.913587,2.343927,2.339915,48.910373,2.373755,48.936755
FINO PIZZA,Restauration de type rapide,Centre aquatique,48.913826,2.344049,2.339915,48.910373,2.373755,48.936755
COSTA DE PORTUGAL,Restauration de type rapide,Centre aquatique,48.914318,2.346961,2.339915,48.910373,2.373755,48.936755
AUX DELICES D'ANATOLIE,Restauration de type rapide,Centre aquatique,48.913675,2.344432,2.339915,48.910373,2.373755,48.936755
FOOD TIME,Restauration traditionnelle,Centre aquatique,48.912827,2.344041,2.339915,48.910373,2.373755,48.936755
CERVEJARIA PORTUGALIA,Restauration traditionnelle,Centre aquatique,48.923635,2.369229,2.339915,48.910373,2.373755,48.936755
M C H,Restauration de type rapide,Centre aquatique,48.923783,2.369089,2.339915,48.910373,2.373755,48.936755
L'ETOILE,Restauration de type rapide,Centre aquatique,48.923702,2.369133,2.339915,48.910373,2.373755,48.936755
ATMM,Restauration de type rapide,Centre aquatique,48.915380999999996,2.369613,2.339915,48.910373,2.373755,48.936755
SANDWICHERIE LANDY,Restauration de type rapide,Centre aquatique,48.91542,2.366581,2.339915,48.910373,2.373755,48.936755
IKRAM,Restauration de type rapide,Centre aquatique,48.915395,2.369106,2.339915,48.910373,2.373755,48.936755
SANDWICHERIE LE BIENVENU,Restauration de type rapide,Centre aquatique,48.91542,2.366581,2.339915,48.910373,2.373755,48.936755
LANDY DR,Restauration traditionnelle,Centre aquatique,48.915183,2.367935,2.339915,48.910373,2.373755,48.936755
NEW SOUL FOOD,Restauration de type rapide,Centre aquatique,48.921682,2.369429,2.339915,48.910373,2.373755,48.936755
SAS RISHEB,Restauration traditionnelle,Centre aquatique,48.915331,2.366954,2.339915,48.910373,2.373755,48.936755
AU 72,Restauration de type rapide,Centre aquatique,48.915431,2.367069,2.339915,48.910373,2.373755,48.936755
RESTAURANT LE VIP,Restauration traditionnelle,Centre aquatique,48.917645,2.366395,2.339915,48.910373,2.373755,48.936755
RESTAURANT BLESSING,Débits de boissons,Centre aquatique,48.91647,2.366514,2.339915,48.910373,2.373755,48.936755
BURGERLAND,Restauration de type rapide,Centre aquatique,48.916381,2.368233,2.339915,48.910373,2.373755,48.936755
O72,Restauration de type rapide,Centre aquatique,48.915431,2.367069,2.339915,48.910373,2.373755,48.936755
DOSSO,Restauration de type rapide,Centre aquatique,48.91647,2.366514,2.339915,48.910373,2.373755,48.936755
MARINA NEUF TROIS,Restauration traditionnelle,Centre aquatique,48.917645,2.366395,2.339915,48.910373,2.373755,48.936755
COME,Restauration de type rapide,Centre aquatique,48.921682,2.369429,2.339915,48.910373,2.373755,48.936755
SARL KERSIGNARE,Restauration de type rapide,Centre aquatique,48.913535,2.366439,2.339915,48.910373,2.373755,48.936755
UNDEFINED,Restauration de type rapide,Centre aquatique,48.916721,2.368449,2.339915,48.910373,2.373755,48.936755
CHEZ MARIKO,Restauration traditionnelle,Centre aquatique,48.91647,2.366514,2.339915,48.910373,2.373755,48.936755
KENO FOOD,Restauration traditionnelle,Centre aquatique,48.916381,2.368233,2.339915,48.910373,2.373755,48.936755
FAST-FOOD-FACTORY,Restauration de type rapide,Centre aquatique,48.921682,2.369429,2.339915,48.910373,2.373755,48.936755
BSS FOOD,Restauration de type rapide,Centre aquatique,48.915431,2.367069,2.339915,48.910373,2.373755,48.936755
MA FOODS,Restauration de type rapide,Centre aquatique,48.915431,2.367069,2.339915,48.910373,2.373755,48.936755
LE GOURMET,Restauration de type rapide,Centre aquatique,48.915395,2.369106,2.339915,48.910373,2.373755,48.936755
LA MAROCAINE DE PARIS,Restauration de type rapide,Centre aquatique,48.918952,2.373171,2.339915,48.910373,2.373755,48.936755
CUISINE DU CHEF H,Restauration de type rapide,Centre aquatique,48.921965,2.373755,2.339915,48.910373,2.373755,48.936755
STUFF EAT,Restauration de type rapide,Centre aquatique,48.919477,2.373658,2.339915,48.910373,2.373755,48.936755
RESTAURANT SAVEURS D'ANTAN,Restauration de type rapide,Centre aquatique,48.921713,2.373407,2.339915,48.910373,2.373755,48.936755
LA BRIOCHE DOREE,Restauration de type rapide,Centre aquatique,48.934276,2.3447,2.339915,48.910373,2.373755,48.936755
HANAA,Restauration traditionnelle,Centre aquatique,48.933875,2.356108,2.339915,48.910373,2.373755,48.936755
MAITRE HUGUETTE DUCATEL JOEL,Restauration traditionnelle,Centre aquatique,48.933999,2.355878,2.339915,48.910373,2.373755,48.936755
LE COQ HARDI,Débits de boissons,Centre aquatique,48.936412,2.350972,2.339915,48.910373,2.373755,48.936755
L'ESCARGOT,Restauration traditionnelle,Centre aquatique,48.930879,2.356494,2.339915,48.910373,2.373755,48.936755
AU BON COIN,Débits de boissons,Centre aquatique,48.935658,2.357515,2.339915,48.910373,2.373755,48.936755
SARL VOLKAN,Restauration de type rapide,Centre aquatique,48.931948,2.35311,2.339915,48.910373,2.373755,48.936755
MONDIAL FOOD EXPRESS,Restauration traditionnelle,Centre aquatique,48.934276,2.3447,2.339915,48.910373,2.373755,48.936755
TE - CREATEUR D'INSTANTS,Restauration traditionnelle,Centre aquatique,48.925738,2.356461,2.339915,48.910373,2.373755,48.936755
PIZZA DI ANGELO,Restauration de type rapide,Centre aquatique,48.936308,2.350429,2.339915,48.910373,2.373755,48.936755
STEF HEMMAR AIT OUFELLA,Débits de boissons,Centre aquatique,48.931268,2.354127,2.339915,48.910373,2.373755,48.936755
BARAKA GRILL,Restauration de type rapide,Centre aquatique,48.927754,2.363514,2.339915,48.910373,2.373755,48.936755
BF CASABLANCA,Restauration traditionnelle,Centre aquatique,48.934227,2.355754,2.339915,48.910373,2.373755,48.936755
SAPHIR,Restauration traditionnelle,Centre aquatique,48.935334,2.356039,2.339915,48.910373,2.373755,48.936755
GRILL 2000,Restauration de type rapide,Centre aquatique,48.927754,2.363514,2.339915,48.910373,2.373755,48.936755
LE FOURNIL DU KREMLIN,Restauration de type rapide,Centre aquatique,48.936602,2.354066,2.339915,48.910373,2.373755,48.936755
KALI EXPRESS,Restauration de type rapide,Centre aquatique,48.928753,2.362365,2.339915,48.910373,2.373755,48.936755
PIZZA MARINA,Restauration traditionnelle,Centre aquatique,48.931078,2.356836,2.339915,48.910373,2.373755,48.936755
BRASSERIE LE TERMINUS,Débits de boissons,Centre aquatique,48.928246,2.365892,2.339915,48.910373,2.373755,48.936755
EURO BAR,Débits de boissons,Centre aquatique,48.932832,2.35037,2.339915,48.910373,2.373755,48.936755
LA FINALE,Restauration de type rapide,Centre aquatique,48.93026,2.355641,2.339915,48.910373,2.373755,48.936755
SOCIETE FIGUEIREDO ET ASSOCIES,Restauration traditionnelle,Centre aquatique,48.923302,2.362697,2.339915,48.910373,2.373755,48.936755
MIMI,Restauration traditionnelle,Centre aquatique,48.931466,2.355985,2.339915,48.910373,2.373755,48.936755
YNESS,Restauration de type rapide,Centre aquatique,48.934227,2.355754,2.339915,48.910373,2.373755,48.936755
KYMA,Restauration traditionnelle,Centre aquatique,48.933699,2.355982,2.339915,48.910373,2.373755,48.936755
AU SOLEIL D OR,Restauration traditionnelle,Centre aquatique,48.935143,2.357913,2.339915,48.910373,2.373755,48.936755
LES 2 A,Restauration traditionnelle,Centre aquatique,48.923302,2.362697,2.339915,48.910373,2.373755,48.936755
FAM 3,Restauration traditionnelle,Centre aquatique,48.923388,2.364623,2.339915,48.910373,2.373755,48.936755
OURAFISA,Débits de boissons,Centre aquatique,48.935776,2.357888,2.339915,48.910373,2.373755,48.936755
CAMPOME,Restauration traditionnelle,Centre aquatique,48.930682,2.353638,2.339915,48.910373,2.373755,48.936755
SARL LE MELODY,Restauration traditionnelle,Centre aquatique,48.931783,2.355854,2.339915,48.910373,2.373755,48.936755
SNAKE,Restauration traditionnelle,Centre aquatique,48.923302,2.362697,2.339915,48.910373,2.373755,48.936755
DEDE,Restauration de type rapide,Centre aquatique,48.936729,2.353121,2.339915,48.910373,2.373755,48.936755
LE BEL AIR,Restauration de type rapide,Centre aquatique,48.926028,2.342082,2.339915,48.910373,2.373755,48.936755
ADAM,Restauration traditionnelle,Centre aquatique,48.931078,2.356836,2.339915,48.910373,2.373755,48.936755
VERENA,Restauration traditionnelle,Centre aquatique,48.932124,2.353791,2.339915,48.910373,2.373755,48.936755
INDIVISION BOUCHERIT,Restauration traditionnelle,Centre aquatique,48.929748,2.357659,2.339915,48.910373,2.373755,48.936755
EURL RLK,Restauration traditionnelle,Centre aquatique,48.930879,2.356494,2.339915,48.910373,2.373755,48.936755
RESTAURANT LES JUMEAUX,Restauration traditionnelle,Centre aquatique,48.931263,2.355913,2.339915,48.910373,2.373755,48.936755
MILLE ET UNE MERVEILLE,Restauration de type rapide,Centre aquatique,48.925186,2.364476,2.339915,48.910373,2.373755,48.936755
PARADIS DES ANTILLES,Restauration de type rapide,Centre aquatique,48.934845,2.355982,2.339915,48.910373,2.373755,48.936755
HAMA,Restauration traditionnelle,Centre aquatique,48.931078,2.356836,2.339915,48.910373,2.373755,48.936755
EURL MAS,Restauration de type rapide,Centre aquatique,48.932376,2.354774,2.339915,48.910373,2.373755,48.936755
SARL LE SQUARE,Restauration de type rapide,Centre aquatique,48.931948,2.35311,2.339915,48.910373,2.373755,48.936755
LE MORETTI,Débits de boissons,Centre aquatique,48.932838,2.36634,2.339915,48.910373,2.373755,48.936755
SPMPB,Restauration de type rapide,Centre aquatique,48.936353,2.350591,2.339915,48.910373,2.373755,48.936755
HADJEB SARL,Restauration de type rapide,Centre aquatique,48.935816,2.357717,2.339915,48.910373,2.373755,48.936755
KANGE,Restauration de type rapide,Centre aquatique,48.932225,2.355671,2.339915,48.910373,2.373755,48.936755
FABULOUS,Restauration de type rapide,Centre aquatique,48.932124,2.353791,2.339915,48.910373,2.373755,48.936755
PLANET FAST FOOT,Restauration de type rapide,Centre aquatique,48.925562,2.367321,2.339915,48.910373,2.373755,48.936755
PONDI HA GWENED,Restauration traditionnelle,Centre aquatique,48.931723,2.3534,2.339915,48.910373,2.373755,48.936755
ABECA,Restauration traditionnelle,Centre aquatique,48.923302,2.362697,2.339915,48.910373,2.373755,48.936755
LA MEDIA,Restauration de type rapide,Centre aquatique,48.928753,2.362365,2.339915,48.910373,2.373755,48.936755
LE BONHEUR,Restauration traditionnelle,Centre aquatique,48.936224,2.349286,2.339915,48.910373,2.373755,48.936755
MATA & DAX,Restauration de type rapide,Centre aquatique,48.929748,2.357659,2.339915,48.910373,2.373755,48.936755
HAPPY DAY,Restauration traditionnelle,Centre aquatique,48.934714,2.355966,2.339915,48.910373,2.373755,48.936755
CHRISMA,Restauration traditionnelle,Centre aquatique,48.934688,2.355804,2.339915,48.910373,2.373755,48.936755
SSH PIZZA SERVICE,Restauration de type rapide,Centre aquatique,48.931161,2.354286,2.339915,48.910373,2.373755,48.936755
LE TRAITEUR EXOTIQUE,Restauration de type rapide,Centre aquatique,48.936755,2.354777,2.339915,48.910373,2.373755,48.936755
PLAT-NET.PIZZA,Restauration de type rapide,Centre aquatique,48.927754,2.363514,2.339915,48.910373,2.373755,48.936755
JIANI & JIANA,Débits de boissons,Centre aquatique,48.923353,2.370861,2.339915,48.910373,2.373755,48.936755
INFINITY,Restauration de type rapide,Centre aquatique,48.926101,2.362458,2.339915,48.910373,2.373755,48.936755
STADIUM,Restauration de type rapide,Centre aquatique,48.924162,2.362631,2.339915,48.910373,2.373755,48.936755
VAVA,Restauration traditionnelle,Centre aquatique,48.935597,2.358306,2.339915,48.910373,2.373755,48.936755
FAMILIA PIZZA,Restauration de type rapide,Centre aquatique,48.932124,2.353791,2.339915,48.910373,2.373755,48.936755
O'SILVER SUSHI,Restauration traditionnelle,Centre aquatique,48.930631,2.356389,2.339915,48.910373,2.373755,48.936755
KDSB,Restauration traditionnelle,Centre aquatique,48.936353,2.350591,2.339915,48.910373,2.373755,48.936755
L ' EMPIRE,Restauration traditionnelle,Centre aquatique,48.924162,2.362631,2.339915,48.910373,2.373755,48.936755
AU RENDEZ-VOUS DES CHAUFFEURS,Restauration traditionnelle,Centre aquatique,48.926681,2.342004,2.339915,48.910373,2.373755,48.936755
SOC LAZRAK L ET L CAFE EPIC,Débits de boissons,Centre aquatique,48.925039,2.346668,2.339915,48.910373,2.373755,48.936755
BAROUK,Restauration de type rapide,Centre aquatique,48.926146,2.35139,2.339915,48.910373,2.373755,48.936755
RAJISTAN,Restauration de type rapide,Centre aquatique,48.932124,2.353791,2.339915,48.910373,2.373755,48.936755
NGM,Restauration de type rapide,Centre aquatique,48.93033,2.353061,2.339915,48.910373,2.373755,48.936755
OPEN BAR DE L EUROPE,Débits de boissons,Centre aquatique,48.931864,2.353236,2.339915,48.910373,2.373755,48.936755
SARL LE BOYARD,Restauration traditionnelle,Centre aquatique,48.931087,2.356137,2.339915,48.910373,2.373755,48.936755
SARL LE SEVEN,Restauration de type rapide,Centre aquatique,48.934552,2.355788,2.339915,48.910373,2.373755,48.936755
SUSHI SERVICES,Restauration traditionnelle,Centre aquatique,48.931211,2.353755,2.339915,48.910373,2.373755,48.936755
LY-MACHALA,Restauration traditionnelle,Centre aquatique,48.930592,2.356402,2.339915,48.910373,2.373755,48.936755
MABE,Restauration traditionnelle,Centre aquatique,48.930631,2.356389,2.339915,48.910373,2.373755,48.936755
M. ET M.,Restauration traditionnelle,Centre aquatique,48.935143,2.357913,2.339915,48.910373,2.373755,48.936755
KINKOLE,Restauration traditionnelle,Centre aquatique,48.930682,2.353638,2.339915,48.910373,2.373755,48.936755
LA TABLE GOURMANDE,Débits de boissons,Centre aquatique,48.93451,2.356747,2.339915,48.910373,2.373755,48.936755
SARL ELBARAKA,Restauration de type rapide,Centre aquatique,48.928246,2.365892,2.339915,48.910373,2.373755,48.936755
